,Emotion,text_de,Text
580,joy,"Ich war froh, als ich in die Höhere Landwirtschaftsanstalt aufgenommen wurde.",I felt joy when I was admitted to the Higher Agricultural Institute.
581,joy,"Elizabeths Gesicht hellte sich auf, als sie ihm von Marthas Aufregung über die von Tamar geschickten Kleider erzählte.","Elizabeth 's face lit up , as she told him of Martha 's excitement over the clothes sent by Tamar . "
582,fear,"Eines Tages war ich damit beschäftigt, die Straße entlang zu träumen, und plötzlich hörte ich das Geräusch eines klemmenden Autos hinter mir. Ich erwachte aus meinen Träumen und es war kurz davor, mich zu zerschmettern.",One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me.
583,anger,"Gazza war rasend sauer, dass seine ""Diskussion auf dem Trainingsplatz"" als Fehlinterpretation fehlinterpretiert worden war.","Gazza was blazing mad that his training ground ` discussion "" had been misinterpreted as a bust-up . "
584,joy,Hast du das Haus gesehen?,Have you seen that house ? 
585,anger,"Ich wünschte, ich wüsste, wer unsere Blumentöpfe bewegt hat.",I wish I knew who had moved our flower pots . 
586,sadness,"Gloom hingegen sieht eine laute, schmutzige Stadt mit überfüllten U-Bahn-Stationen, überteuerten Restaurants, drängelnden Fremden und traurigen Gesichtern.","Gloom , on the other hand , sees a noisy , grimy city with crowded underground stations , overpriced restaurants , jostling strangers and mournful faces . "
587,fear,"Ich hatte Angst, dass ich eine Prüfung nicht bestehen würde.",I was afraid that I would fail an examination.
588,sadness,"Es tut mir leid, es zu hören. Was ist mit ihr los?", I'm sorry to hear it . What's wrong with her ? 
589,fear,Ich dachte an den Tod.,I was thinking about death.
590,neutral,Wie fühlst du dich heute?, how are you feeling today?
591,joy,"Eine Freundin kam, um mir zu erzählen, dass ihr Vater mich eingeladen hatte, mit ihnen in Benidorm in den Urlaub zu fahren, da ich mir sonst keinen Urlaub leisten könnte.",A friend came to tell me that her father invited me to go on holiday with them in Benidorm otherwise I could not afford to go on holiday.
592,anger,"Als ein enger Freund die Erwartungen, die ich an ihn hatte, nicht erfüllte - und dadurch seinem Ehepartner Schmerzen bereitete. Ich glaube, dass meine Wut wahrscheinlich eine Reaktion der Angst war, dass ich meinen eigenen Erwartungen nicht gerecht werden könnte.",When a close friend failed to live up to the expectations I had of him - thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I wouldn't be able to live up to my own expectations.
593,fear,@nummer liebe es! die ultimative Waffe für Erwachsene!haha!,@number love it! the ultimate adult weapon!haha!
594,sadness,"Ich habe von Frauen gehört , die so deprimiert sind , dass sie ihren Geburtstag ohne Kontakt zur Außenwelt verbringen und einen kleinen Nervenzusammenbruch im Bett erleiden .","I 've heard of women so depressed that they spend their number birthday incommunicado , having a mini nervous breakdown in bed . "
595,neutral,Ich vermute ., I guess . 
596,joy,"Ein Freund von mir, der im Ausland ist, hat sich vor kurzem für ein Studium an der Universität in Dallas entschieden und wurde zugelassen.","A friend of mine that is abroad undertook recently an axam to enter on University in Dallas, and was approved."
597,sadness,"Als ich ging, um die Leiche meines Onkels zu sehen. Dies war eine sehr dramatische Erfahrung, da ich zum ersten Mal eine Leichenhalle betrat.",When I went to see the dead body of my uncle.  This was a very dramatic expreience as it was the first time that I entered a mortuary.
598,joy,"Sie wusch den Boden gründlich und war froh, dass sie es getan hatte.",She washed the floor thorough and was pleased she had done so . 
599,sadness,"Es war heiß, sonnig und das Wasser sah so kühl und einladend aus, dass Maggie sich ziemlich niedergeschlagen fühlte, weil sie keinen Badeanzug trug.","It was hot , sunny and the water looked so cool and inviting that Maggie felt quite downcast about having no swimsuit . "
600,neutral,Danke ., Thank you . 
601,neutral,"Ich denke , man kann in der ersten Sekunde nach der Begegnung herausfinden , ob es eine Romanze gibt , die sogenannte Liebe auf den ersten Blick ."," I think you can find out if there is a possibility of romance within the first second of meeting someone , so-called love at first sight . "
602,joy,"Ihr Hochgefühl zog sie in ihre Kleider, zurück in die Küche, um Phoebe ein gekritzeltes Memo zu hinterlassen, und aus der Haustür.","Her elation took her into her clothes , back to the kitchen to leave Phoebe a scrawled memo , and out of the front door . "
603,joy,Gut.Wir müssen also nicht arbeiten.Wie schön!, Good.So we don't have to work.How nice ! 
604,anger,Jemand hat sich mein Lehrbuch ausgeliehen und es bewusst nicht zurückgegeben.,Someone borrowed my textbook and deliberately did not return it.
605,sadness,"Ich mache mir Sorgen, dass sie mich eines Tages verlassen könnte.",I'm worried sick that she might leave me one day . 
606,sadness,"Sie sind an der Reihe, Sir. Es tut mir leid, dass Sie warten mussten. Samstag ist ein arbeitsreicher Tag für uns.","It's your turn , sir . I'm sorry that you had to wait . Saturday is a busy day for us . "
607,fear,"Als ich eines Nachts gegen Nummer von einem Polizisten konfrontiert wurde. Ich hatte Angst, als sie drohten, mich und mein Mädchen an den Galgen zu bringen.",When I was confronted by a policeman one night around number o'clock.  I was afraid when they threatened to take me and my girl to the gallows.
608,joy,Als ich als Student angenommen wurde.,When I was accepted as a student.
609,neutral,Unbedingt ., Absolutely . 
610,anger,"Während des Sommers mischte sich an meinem Arbeitsplatz immer wieder eine Person in meine Aufgaben ein und machte unbegründete Bemerkungen. Ich hatte Hass auf ihn, aber es hörte auf, als ich merkte, dass er sich nur nach Aufmerksamkeit sehnte.","During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention."
611,anger,"Ein Freund sagte mir, es wäre besser, wenn ich nicht mit einem anderen Freund vertraut wäre, obwohl er meiner Meinung nach keinen Grund hatte, solche Dinge zu sagen. Er sagte nur so in der Hoffnung, dass ich bei ihm Unterstützung suchen würde (das war aber nicht nötig).","A friend told me it would be better for me not to be on familiar terms with another friend, although, in my opinion he had no reason to say such things. He only said so hoping that I would search support from him (that, however, was not necessary)."
612,fear,"Mitten in der Nacht wurde ich von einem Traum geweckt. Ich träumte, dass ein Fremder in meinem Haus war.",I was awakened by a dream in the middle of the night. I dreamt that a stranger was in my house.
613,anger,"Als eine meiner engen Freundinnen sagte, dass sie es nicht mochte, wie ich nett zu Leuten bin, die ich nicht kenne oder die böse zu mir waren.","At one of my close friends saying she didn't like the way I am nice to people I don't know, or who have been nasty to me."
614,neutral,Nein Sir .," No , sir . "
615,sadness,"Heute Nacht im Bett, als mir klar wurde, wie schlecht meine Beziehung zu meiner Freundin war.",Tonight in bed when I realised how bad my relationship with my friend was.
616,sadness,Ach nein . Das sind schlechte Nachrichten.," Oh , no . That's bad news . "
617,fear,"Aber sobald ich eine Nadel sehe, bekomme ich Angst. Wie konnte ich es aushalten, stundenlang Nadeln im Körper zu haben?", But I get scared the moment I see a needle . How could I stand having needles in my body for hours on end ? 
618,fear,"Ich arbeite in einer Kindertagesstätte, und eines Tages, als die Kinder draußen waren, verschwand ein vierjähriger Junge vom Hof. Ich habe mich damals nicht um sie gekümmert, aber als Manager war ich dafür verantwortlich.","I work at a day care centre, and one day when the children were outdoors a four-year old boy disappeared from the yard.  I was not looking after them then, but as the manager it was me who was responsible."
619,neutral,"Zina, kann ich mit dir über etwas Persönliches sprechen?","Zina , can I talk to you about something personal ? "
620,fear,"Da sie sich durch und durch beunruhigt fühlte, verließ sie eilig ihr Zimmer.","Feeling thoroughly disquieted , she left her room in a rush . "
621,anger,"Als ich von meinem Bruder beschuldigt wurde, einen Nummer-Kwatcha-Schein aus der Tasche meiner Mutter gestohlen zu haben. Dafür wurde ich verprügelt, das Geld wurde später gefunden.","When I was accused by my brother of having stolen a number kwatcha note from my mother's bag.  I was beaten up for this, the money was found later."
622,neutral,Danke ., Thank you . 
623,neutral,Sie kann dir nicht antworten., She can't answer you . 
624,neutral,wie war dein Tag ?, how did your day go ?
625,sadness,"Nun, ich mache mir wirklich Sorgen um meine Noten. Ich hätte nicht gedacht, dass dieser Kurs so stressig wird."," well , I'm really worried about my grades . I didn't think this course would be so stressful . "
626,fear,Komm herein ! Schnell !, Come in ! Quickly ! 
627,neutral,Wie ?, How ? 
628,anger,Du kannst mich nicht einfach auf die Straße werfen!, You can ’ t just throw me out on the street ! 
629,joy,"Ja, es gibt keinen schlechten Sitzplatz."," Yeah , there isn ’ t a bad seat in the place . "
630,sadness,"Aber ich weiß nicht, was ich noch tun kann. Ich bin bereit, hart zu arbeiten. Manchmal mache ich Fehler und der Chef ist nicht glücklich.", But I don't know what else I can do . I am willing to work hard . Sometimes I make mistakes and the boss is not happy . 
631,fear,"Die Angst, nach der Schule arbeitslos zu werden, macht mir manchmal Gänsehaut! eines Bachelors",Sumtimes d fear of being jobless after school gives me the creeps!     of an undergraduate
632,fear,"Als ich im Urlaub war, ging ich nachts zurück zu meinem Aufenthaltsort, und zwei Männer begannen, mir dicht zu folgen. Es war niemand da, zu dem ich laufen konnte.","When I was on holiday, walking back to where I was staying, at night, and two men started closely following me. There was nobody around that I could run to."
633,joy,Okay Mutter . Ich werde meine Freunde nach Hause einladen.," OK , Mum . I'll invite my friends home . "
634,anger,"Ja, und beeilen Sie sich!"," Yes , and hurry up ! "
635,neutral,Feder ., Spring . 
636,fear,"Es gab ein nervöses Lachen über diesen aktuellen Ausfall, den der Zola-Prozess lieferte.",There was a nervous laugh at this topical sally provided by the Zola trial . 
637,anger,Heiße Diskussion mit dem Ehepartner über neues Haus.,Heated discussion with spouse concerning new house.
638,neutral,"Papa, warum klebst du die Fenster ab?","Dad , why are you taping the windows ? "
639,anger,"Diese Situation passierte, als mein Freund John meine Banane aß, die ich im Schrank aufbewahrte.",This situation happened when my friend John ate my banana which I kept in the cupboard.
640,sadness,"In der Nummer/Nummer bat mich mein Freund, ihn zu vergessen, da es einfach wäre.","In the number/number my boyfriend asked me to forget him, as it would be easy."
641,sadness,"Es tut mir leid, Janet. Ich habe es zu Hause gelassen . Ich bringe es morgen früh zurück."," I ’ m sorry , Janet . I left it at home . I ’ ll bring it back in the morning . "
